feature_block_id,feature_name_or_summary,target,correlation_with_target,abs_correlation,high_proxy_risk_flag,computed_train_fold_only,interpretation
tier2_broad_composition,composition_total_cells,AT8,-0.05099907360453904,0.05099907360453904,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_total_cells,6e10/A_beta,-0.05760050223073707,0.05760050223073707,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_total_cells,GFAP,-0.0731320843052582,0.0731320843052582,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_total_cells,Iba1,0.2113672147247086,0.2113672147247086,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_total_cells,NeuN,0.16228174543052448,0.16228174543052448,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_count_Subclass_Microglia_PVM,AT8,-0.05099907360453904,0.05099907360453904,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_count_Subclass_Microglia_PVM,6e10/A_beta,-0.05760050223073707,0.05760050223073707,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_count_Subclass_Microglia_PVM,GFAP,-0.0731320843052582,0.0731320843052582,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_count_Subclass_Microglia_PVM,Iba1,0.2113672147247086,0.2113672147247086,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_count_Subclass_Microglia_PVM,NeuN,0.16228174543052448,0.16228174543052448,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_prop_Subclass_Microglia_PVM,AT8,0.0,0.0,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_prop_Subclass_Microglia_PVM,6e10/A_beta,0.0,0.0,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_prop_Subclass_Microglia_PVM,GFAP,0.0,0.0,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_prop_Subclass_Microglia_PVM,Iba1,0.0,0.0,False,False,descriptive proxy audit; not used for model training
tier2_broad_composition,composition_prop_Subclass_Microglia_PVM,NeuN,0.0,0.0,False,False,descriptive proxy audit; not used for model training
tier3_cell_state_proxy,composition_count_Supertype_Lymphocyte,AT8,0.17756098728966535,0.17756098728966535,True,False,descriptive proxy audit; not used for model training
tier3_cell_state_proxy,composition_count_Supertype_Lymphocyte,6e10/A_beta,0.06507252787851471,0.06507252787851471,True,False,descriptive proxy audit; not used for model training
