control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,n_cells,n_donors,mean_euclidean_displacement,median_euclidean_displacement,max_euclidean_displacement,mean_cosine_similarity,max_repeat_embedding_abs_diff,mean_movement_toward_centroid__lymphocyte,mean_movement_toward_centroid__micro_pvm_1,mean_movement_toward_centroid__micro_pvm_2,mean_movement_toward_centroid__micro_pvm_2_1_seaad,mean_movement_toward_centroid__micro_pvm_2_3_seaad,mean_movement_toward_centroid__micro_pvm_3_seaad,mean_movement_toward_centroid__micro_pvm_4_seaad,mean_movement_toward_centroid__monocyte
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_down_0p10,ELF1,down,0.1,32,6,0.00016390258133469615,0.00017296733858529478,0.00032720042509026825,1.0000000149011612,0.0,1.180334948003292e-05,-1.8333084881305695e-05,-9.355135262012482e-06,-7.646158337593079e-06,-2.562999725341797e-06,-1.621246337890625e-05,-1.5011057257652283e-05,-5.422160029411316e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_down_0p25,ELF1,down,0.25,32,6,0.0004097597706618217,0.00043240116792730987,0.0008181846351362765,0.9999999273568392,0.0,2.9299408197402954e-05,-4.5806169509887695e-05,-2.3300759494304657e-05,-1.905299723148346e-05,-6.297603249549866e-06,-4.042498767375946e-05,-3.747548907995224e-05,-1.3585202395915985e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,32,6,0.0002500475575288874,0.00023162604338722304,0.0004749169747810811,1.0000000167638063,0.0,-7.119029760360718e-06,5.007442086935043e-05,3.827270120382309e-05,2.168305218219757e-05,1.7890706658363342e-05,4.453025758266449e-05,4.407297819852829e-05,4.9027614295482635e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,32,6,0.0006251471240830142,0.0005791564472019672,0.0011872983304783702,0.9999998323619366,0.0,-1.8222257494926453e-05,0.000125223770737648,9.580980986356735e-05,5.432590842247009e-05,4.489719867706299e-05,0.00011143647134304047,0.00011022388935089111,0.00012251269072294235
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,32,6,7.759514639360532e-05,4.1544180930941366e-05,0.0005164631875231862,1.0000000335276127,0.0,1.9692815840244293e-06,-2.259388566017151e-06,-1.2563541531562805e-06,3.039836883544922e-06,3.203749656677246e-07,-1.1902302503585815e-06,-2.784654498100281e-07,-7.508322596549988e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,32,6,0.00019396663105908374,0.00010376953287050128,0.001291085733100772,0.9999999962747097,0.0,4.90434467792511e-06,-5.6978315114974976e-06,-3.1655654311180115e-06,7.5511634349823e-06,7.655471563339233e-07,-3.0212104320526123e-06,-7.227063179016113e-07,-1.8786638975143433e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,32,6,0.00034597432659211336,0.00031405391928274184,0.0006290474557317793,0.9999999701976776,0.0,1.7398269847035408e-05,6.101932376623154e-05,5.669333040714264e-05,6.410852074623108e-05,7.070973515510559e-05,6.094202399253845e-05,5.16306608915329e-05,0.0001266077160835266
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,32,6,0.0008650544586998876,0.0007851597620174289,0.0015733723994344473,0.9999996274709702,0.0,4.276563413441181e-05,0.0001525338739156723,0.000141792930662632,0.00016026385128498077,0.00017684698104858398,0.00015234574675559998,0.00012902263551950455,0.0003164103254675865
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,32,6,0.00011725626296765768,4.547607750282623e-05,0.00041387579403817654,1.0000000335276127,0.0,-2.289656549692154e-06,-2.5956891477108002e-05,-1.3614073395729065e-05,-1.1770054697990417e-05,-5.953013896942139e-06,-1.693330705165863e-05,-1.6476958990097046e-05,-2.9538758099079132e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,32,6,0.0002932133901367706,0.00011371101936674677,0.0010352743556722999,0.9999999403953552,0.0,-5.875946953892708e-06,-6.488803774118423e-05,-3.4057535231113434e-05,-2.9420480132102966e-05,-1.4854595065116882e-05,-4.233233630657196e-05,-4.119612276554108e-05,-7.389392703771591e-05
