analysis_label,donor_id,base_score,score_without_donor,influence_score_without_minus_base,abs_influence,high_leverage_cutoff
stage61_best,H21.33.020,0.3433239568682607,0.3266601752677702,-0.016663781600490535,0.016663781600490535,0.010482509286306733
stage61_best,H21.33.042,0.3433239568682607,0.3598247322297955,0.01650077536153477,0.01650077536153477,0.010482509286306733
stage61_best,H21.33.045,0.3433239568682607,0.3288315481986368,-0.014492408669623924,0.014492408669623924,0.010482509286306733
stage61_best,H21.33.017,0.3433239568682607,0.35707400194741973,0.013750045079159001,0.013750045079159001,0.010482509286306733
stage61_best,H20.33.032,0.3433239568682607,0.35594936708860764,0.012625410220346911,0.012625410220346911,0.010482509286306733
stage61_best,H20.33.012,0.3433239568682607,0.3546543330087634,0.011330376140502696,0.011330376140502696,0.010482509286306733
stage61_best,H20.33.045,0.3433239568682607,0.332064264849075,-0.011259692019185752,0.011259692019185752,0.010482509286306733
stage61_best,H21.33.011,0.3433239568682607,0.33245374878286277,-0.010870208085397959,0.010870208085397959,0.010482509286306733
stage62_aggregate,H21.33.042,0.28477730895452413,0.30433300876338854,0.019555699808864402,0.019555699808864402,0.010864618269681643
stage62_aggregate,H21.33.045,0.28477730895452413,0.2677799415774099,-0.016997367377114214,0.016997367377114214,0.010864618269681643
stage62_aggregate,H21.33.020,0.28477730895452413,0.26787244401168453,-0.016904864942839604,0.016904864942839604,0.010864618269681643
stage62_aggregate,H21.33.017,0.28477730895452413,0.29972249269717627,0.014945183742652135,0.014945183742652135,0.010864618269681643
stage62_aggregate,H19.33.004,0.28477730895452413,0.29870009737098346,0.01392278841645933,0.01392278841645933,0.010864618269681643
stage62_aggregate,H21.33.011,0.28477730895452413,0.2716358325219085,-0.01314147643261565,0.01314147643261565,0.010864618269681643
stage62_aggregate,H21.33.004,0.28477730895452413,0.27197176241480037,-0.012805546539723767,0.012805546539723767,0.010864618269681643
stage62_aggregate,H20.33.045,0.28477730895452413,0.27326192794547227,-0.011515381009051862,0.011515381009051862,0.010864618269681643
