common_mse,decomposition_absolute_reconstruction_error,decomposition_relative_reconstruction_error,level,normalized_residual_error,optimizer_step,residual_explained_fraction,residual_mse,slot,target_residual_variance,total_mse
0.25431767106056213,6.984919309616089e-09,2.730800245938055e-08,full_slots,0.2831310795037193,0,0.7168689204962807,0.001465208362787962,,0.00517501775175333,0.2557828724384308
0.25357359647750854,2.6193447411060333e-08,1.0270690784057486e-07,corresponding_slot,0.28070829034730255,0,0.7192917096526974,0.0014573967782780528,0,0.0051918551325798035,0.255031019449234
0.2530437707901001,2.4563632905483246e-08,9.651215783137595e-08,corresponding_slot,0.278447960389444,0,0.7215520396105559,0.001469606882892549,1,0.00527785113081336,0.25451335310935974
0.25297245383262634,2.0954757928848267e-09,8.235424747631447e-09,corresponding_slot,0.28129283441930364,0,0.7187071655806964,0.001474139979109168,2,0.005240588448941708,0.2544465959072113
0.25382199883461,2.2584572434425354e-08,8.846271658007705e-08,corresponding_slot,0.2834067663184556,0,0.7165932336815444,0.0014784408267587423,3,0.005216674413532019,0.25530046224594116
0.25534480810165405,9.313225746154785e-10,3.6266742178859448e-09,corresponding_slot,0.2869276717156002,0,0.7130723282843998,0.001453162170946598,4,0.005064559169113636,0.2567979693412781
0.2536853849887848,2.828892320394516e-08,1.1086789321292125e-07,corresponding_slot,0.2746165412252042,0,0.7253834587747958,0.0014734849100932479,5,0.005365608725696802,0.25515884160995483
0.25455838441848755,2.4563632905483246e-08,9.594047286332728e-08,corresponding_slot,0.283841210828826,0,0.716158789171174,0.001471573836170137,6,0.005184496752917767,0.2560299336910248
0.2502422630786896,2.4563632905483246e-08,9.758269299847674e-08,corresponding_slot,0.2781830325329429,0,0.7218169674670571,0.0014789156848564744,7,0.005316340364515781,0.25172120332717896
0.25407901406288147,5.587935447692871e-09,2.186637881571226e-08,corresponding_slot,0.2831117314313681,0,0.716888268568632,0.0014701727777719498,8,0.005192906595766544,0.25554919242858887
0.256100594997406,2.3399479687213898e-08,9.085746710167739e-08,corresponding_slot,0.28845233760748634,0,0.7115476623925137,0.001439952407963574,9,0.004991994239389896,0.2575405240058899
0.25427359342575073,6.170012056827545e-09,2.4123819946478837e-08,corresponding_slot,0.2784094421901631,0,0.7215905578098369,0.0014907059958204627,10,0.005354365799576044,0.25576430559158325
0.25580647587776184,2.0954757928848267e-09,8.145265783280615e-09,corresponding_slot,0.2801577676918503,0,0.7198422323081497,0.0014565566089004278,11,0.005199058447033167,0.25726303458213806
0.25474604964256287,1.932494342327118e-08,7.542869672589292e-08,corresponding_slot,0.2900080159694417,0,0.7099919840305583,0.001455406891182065,12,0.005018505733460188,0.25620147585868835
0.2509075105190277,4.062894731760025e-08,1.6099234552528888e-07,corresponding_slot,0.28925686914592397,0,0.710743130854076,0.0014581572031602263,13,0.005041046068072319,0.25236570835113525
0.2552119493484497,3.4924596548080444e-10,1.360729884188606e-09,corresponding_slot,0.2906520737346798,0,0.7093479262653202,0.0014488104498013854,14,0.004984689876437187,0.2566607594490051
0.2573029100894928,5.3551048040390015e-09,2.0695778988257296e-08,corresponding_slot,0.2855706649346424,0,0.7144293350653577,0.00145056308247149,15,0.005079524125903845,0.2587534785270691
0.2548549771308899,4.17931005358696e-08,1.6304244831123847e-07,corresponding_slot,0.2861998870216574,0,0.7138001129783427,0.0014776169555261731,16,0.00516288448125124,0.2563326358795166
0.25563865900039673,3.14321368932724e-08,1.2225887984175593e-07,corresponding_slot,0.2898046311251665,0,0.7101953688748335,0.001456292113289237,17,0.005025082267820835,0.2570949196815491
0.2537327706813812,2.0838342607021332e-08,8.165617808417228e-08,corresponding_slot,0.2784558307377316,0,0.7215441692622684,0.001463362597860396,18,0.005255277268588543,0.25519615411758423
0.25520849227905273,2.0139850676059723e-08,7.845806127282522e-08,corresponding_slot,0.2795590503445058,0,0.7204409496554942,0.001487275236286223,19,0.005320075433701277,0.2566957473754883
0.25431346893310547,2.3283064365386963e-10,9.103084317223816e-10,corresponding_slot,0.28051903903825254,0,0.7194809609617474,0.0014576909597963095,20,0.005196406506001949,0.2557711601257324
0.25380557775497437,2.6891939342021942e-08,1.053432027917689e-07,corresponding_slot,0.2823975145382813,0,0.7176024854617187,0.0014736979501321912,21,0.00521852308884263,0.2552793025970459
0.25630703568458557,4.0512531995773315e-08,1.5717552900585863e-07,corresponding_slot,0.2902116643018119,0,0.7097883356981881,0.0014464366249740124,22,0.004984074737876654,0.2577534317970276
0.254092276096344,8.847564458847046e-09,3.461923909623699e-08,corresponding_slot,0.27746744589889233,0,0.7225325541011076,0.0014755814336240292,23,0.005318034440279007,0.25556784868240356
0.25401386618614197,1.3387762010097504e-08,5.2403123011779944e-08,mean_pooled,0.2845696175289613,0,0.7154303824710386,0.0014625355834141374,,0.005139464978128672,0.2554764151573181
0.006400407757610083,5.820766091346741e-10,7.83979178516512e-08,full_slots,0.2011726073685179,20,0.7988273926314822,0.0010242353891953826,,0.0050913263112306595,0.007424643728882074
0.00665680319070816,2.0954757928848267e-09,2.721743134947291e-07,corresponding_slot,0.2043373287880302,20,0.7956626712119698,0.0010422158520668745,0,0.00510046724230051,0.007699021138250828
0.005426301620900631,8.149072527885437e-10,1.2615750411147307e-07,corresponding_slot,0.19907866187216325,20,0.8009213381278367,0.0010331409284844995,1,0.005189611576497555,0.006459443364292383
0.006154887843877077,9.313225746154785e-10,1.2967353973168082e-07,corresponding_slot,0.19922838587967184,20,0.8007716141203282,0.0010271687060594559,2,0.005155734717845917,0.007182055618613958
0.006485802587121725,1.280568540096283e-09,1.704300302919237e-07,corresponding_slot,0.20037603945337057,20,0.7996239605466294,0.0010279481066390872,3,0.005130094941705465,0.007513749413192272
0.005724958144128323,1.979060471057892e-09,2.9379234066085993e-07,corresponding_slot,0.20275822720851439,20,0.7972417727914856,0.0010112960590049624,4,0.004987694323062897,0.006736256182193756
0.006751588080078363,3.4924596548080444e-09,4.4830617374984445e-07,corresponding_slot,0.19678686920223867,20,0.8032131307977614,0.0010387531947344542,5,0.005278569646179676,0.007790344767272472
0.006503731943666935,5.820766091346741e-10,7.736367375701642e-08,corresponding_slot,0.19972840860539828,20,0.8002715913946017,0.0010201683035120368,6,0.005107777658849955,0.007523900829255581
0.0071330019272863865,6.984919309616089e-10,8.559770652929034e-08,corresponding_slot,0.1961178048711582,20,0.8038821951288417,0.0010271698702126741,7,0.005237514618784189,0.00816017109900713
0.006671586539596319,1.979060471057892e-09,2.5703721009755863e-07,corresponding_slot,0.20125749705037907,20,0.7987425029496209,0.0010279210982844234,8,0.005107492208480835,0.007699509616941214
0.005950680933892727,2.3283064365386963e-09,3.3491031436691567e-07,corresponding_slot,0.20404608827918738,20,0.7959539117208126,0.0010013510473072529,9,0.0049074748530983925,0.006952029652893543
0.006055538542568684,2.3283064365386963e-10,3.2759423182559616e-08,corresponding_slot,0.19961022959813257,20,0.8003897704018674,0.0010517493356019258,10,0.005269015207886696,0.007107287645339966
