basis,matrix_id,cell_index,depth_fraction,state_deficit,replicate_std
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,0,0.25,1.516139030456543,0.10666943341493607
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,1,0.25,1.5822910070419312,0.17821751534938812
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,2,0.25,1.5755952596664429,0.12672172486782074
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,3,0.25,1.5775387287139893,0.09613057971000671
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,4,0.25,1.6777124404907227,0.1642373651266098
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,5,0.25,1.1658999919891357,0.09085249900817871
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,6,0.25,1.2720232009887695,0.00503063527867198
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,7,0.25,1.204206943511963,0.050954580307006836
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,8,0.25,1.0154832601547241,0.05916218087077141
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,9,0.25,1.0068881511688232,0.13440929353237152
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,10,0.25,1.7073752880096436,0.19038639962673187
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,11,0.25,1.856971025466919,0.15372498333454132
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,12,0.25,1.8827111721038818,0.07694846391677856
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,13,0.25,0.7732616662979126,0.0750570073723793
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,14,0.25,1.1808290481567383,0.08840501308441162
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,15,0.25,1.4697773456573486,0.10075787454843521
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,16,0.25,0.7749491930007935,0.03559911623597145
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,17,0.25,1.42635178565979,0.06232580915093422
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,18,0.25,1.1814749240875244,0.0740835964679718
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,19,0.25,0.7161281108856201,0.02736344188451767
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,20,0.25,1.2059987783432007,0.048649877309799194
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,21,0.25,1.6380300521850586,0.09508843719959259
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,22,0.25,1.4283698797225952,0.050544023513793945
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,23,0.25,0.5413892269134521,0.034917764365673065
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,24,0.25,1.8820737600326538,0.10049033910036087
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,25,0.25,1.5414637327194214,0.10694488137960434
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,26,0.25,0.8215186595916748,0.010409160517156124
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,27,0.25,2.1106622219085693,0.21478480100631714
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,28,0.25,1.1110503673553467,0.06335967779159546
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,29,0.25,2.6447513103485107,0.27699270844459534
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,30,0.25,0.3055492043495178,0.013872728683054447
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,31,0.25,1.3542319536209106,0.07026134431362152
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,32,0.25,1.0742229223251343,0.022499660030007362
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,33,0.25,0.933476448059082,0.033953823149204254
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,34,0.25,1.8493118286132812,0.15473102033138275
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,35,0.25,1.9277584552764893,0.05168120563030243
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,36,0.25,0.9819343090057373,0.056546859443187714
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,37,0.25,0.4801873564720154,0.01524810865521431
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,38,0.25,0.6120766401290894,0.013545415364205837
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,39,0.25,1.1353297233581543,0.062020089477300644
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,40,0.25,0.8609968423843384,0.05943795293569565
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,41,0.25,0.9522336721420288,0.07171868532896042
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,42,0.25,0.7589010000228882,0.018263554200530052
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,43,0.25,1.3533567190170288,0.049399856477975845
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,44,0.25,0.8736433982849121,0.05168325453996658
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,45,0.25,1.0386552810668945,0.033828526735305786
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,46,0.25,0.7380260229110718,0.08606375008821487
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,47,0.25,0.6542409658432007,0.07795331627130508
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,48,0.25,1.016822099685669,0.059121403843164444
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,49,0.25,0.861460268497467,0.09589751809835434
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,50,0.25,0.6992173194885254,0.047815028578042984
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,51,0.25,0.15017306804656982,0.012867852114140987
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,52,0.25,0.6010818481445312,0.024323707446455956
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,53,0.25,0.9893600940704346,0.07322312891483307
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,54,0.25,2.026233196258545,0.15144233405590057
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,55,0.25,0.9496922492980957,0.07424647361040115
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,56,0.25,1.0008317232131958,0.0449339896440506
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,57,0.25,2.006317138671875,0.15076586604118347
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,58,0.25,1.5736240148544312,0.060895320028066635
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,59,0.25,1.320753574371338,0.11918887495994568
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,60,0.25,0.41513025760650635,0.03212284296751022
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,61,0.25,0.8915804028511047,0.054657790809869766
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,62,0.25,0.6969293355941772,0.04887310042977333
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,63,0.25,2.004159450531006,0.1286483108997345
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,64,0.25,1.052896499633789,0.09160507470369339
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,65,0.25,1.1082160472869873,0.09365643560886383
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,66,0.25,0.8327857255935669,0.053339675068855286
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,67,0.25,2.4441487789154053,0.24138295650482178
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,68,0.25,0.9036262035369873,0.07395000010728836
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,69,0.25,1.230264663696289,0.056271497160196304
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,70,0.25,1.007820963859558,0.029225092381238937
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,71,0.25,1.3268961906433105,0.0764816626906395
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,72,0.25,0.6650223135948181,0.026776988059282303
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,73,0.25,1.0976998805999756,0.05420101061463356
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,74,0.25,1.2497360706329346,0.04289517179131508
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,75,0.25,2.6130425930023193,0.05246996507048607
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,76,0.25,0.9505041241645813,0.029634790495038033
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,77,0.25,1.2697288990020752,0.010536659508943558
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,78,0.25,1.8005200624465942,0.07375960797071457
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,79,0.25,0.9890859127044678,0.06735813617706299
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,80,0.25,0.528749942779541,0.035281457006931305
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,81,0.25,1.1231961250305176,0.11594560742378235
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,82,0.25,1.1835649013519287,0.09301058948040009
BALANCED_PCA160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,83,0.25,1.2365552186965942,0.07603510469198227
